,age_preds,age_labels,class_labels,class_preds,genders,races,abs_age_diff
36,51.60022735595703,56.0,4.0,3,Male,Black,4.399772644042969
37,53.342987060546875,56.0,4.0,3,Male,Black,2.657012939453125
38,53.54270935058594,56.0,4.0,3,Male,Black,2.4572906494140625
39,50.4105224609375,56.0,4.0,3,Male,Black,5.5894775390625
40,48.31389617919922,56.0,4.0,3,Male,Black,7.686103820800781
41,47.88836669921875,54.0,3.0,3,Male,Black,6.11163330078125
42,47.39142990112305,54.0,3.0,3,Male,Black,6.608570098876953
43,48.36552810668945,54.0,3.0,3,Male,Black,5.634471893310547
44,50.37453842163086,55.0,4.0,3,Male,Black,4.625461578369141
45,52.53976058959961,56.0,4.0,3,Male,Black,3.4602394104003906
46,47.56084060668945,56.0,4.0,3,Male,White,8.439159393310547
47,47.72880935668945,56.0,4.0,3,Male,White,8.271190643310547
48,51.94414138793945,56.0,4.0,3,Male,Black,4.055858612060547
49,49.976322174072266,56.0,4.0,3,Male,Black,6.023677825927734
50,53.73625564575195,58.0,4.0,3,Male,Black,4.263744354248047
51,55.441810607910156,53.0,3.0,4,Male,Black,2.4418106079101562
52,55.21683120727539,53.0,3.0,4,Male,Black,2.2168312072753906
53,49.82514953613281,53.0,3.0,3,Male,Black,3.1748504638671875
54,52.53759765625,53.0,3.0,3,Male,Black,0.46240234375
55,48.627254486083984,54.0,3.0,3,Male,Black,5.372745513916016
56,56.446510314941406,53.0,3.0,4,Male,Black,3.4465103149414062
57,53.21197509765625,53.0,3.0,3,Male,Black,0.21197509765625
58,53.02412414550781,56.0,4.0,3,Male,Black,2.9758758544921875
59,55.546600341796875,56.0,4.0,4,Male,Black,0.453399658203125
60,52.98420715332031,54.0,3.0,3,Male,Black,1.0157928466796875
61,56.025047302246094,55.0,4.0,4,Male,Black,1.0250473022460938
62,51.02064514160156,51.0,3.0,3,Male,Black,0.0206451416015625
63,49.086368560791016,51.0,3.0,3,Male,Black,1.9136314392089844
64,53.70522689819336,51.0,3.0,3,Male,Black,2.7052268981933594
65,56.471900939941406,52.0,3.0,4,Male,Black,4.471900939941406
66,55.01081848144531,52.0,3.0,4,Male,Black,3.0108184814453125
67,45.199832916259766,50.0,3.0,3,Male,Black,4.800167083740234
68,47.49574279785156,51.0,3.0,3,Male,Black,3.5042572021484375
69,46.75844192504883,51.0,3.0,3,Male,Black,4.241558074951172
70,48.442543029785156,50.0,3.0,3,Female,Black,1.5574569702148438
71,46.10261535644531,52.0,3.0,3,Female,Black,5.8973846435546875
72,47.54853057861328,52.0,3.0,3,Female,Black,4.451469421386719
73,53.65258026123047,59.0,4.0,3,Female,Black,5.347419738769531
74,54.729156494140625,59.0,4.0,3,Female,Black,4.270843505859375
75,53.29864501953125,61.0,4.0,3,Female,Black,7.70135498046875
76,47.40803527832031,51.0,3.0,3,Female,Black,3.5919647216796875
77,48.654014587402344,52.0,3.0,3,Female,Black,3.3459854125976562
78,49.162742614746094,52.0,3.0,3,Female,Black,2.8372573852539062
79,51.52397537231445,53.0,3.0,3,Female,Black,1.4760246276855469
80,46.63660430908203,53.0,3.0,3,Female,Black,6.363395690917969
81,50.19744873046875,53.0,3.0,3,Female,Black,2.80255126953125
82,47.521575927734375,53.0,3.0,3,Female,Black,5.478424072265625
83,51.16777038574219,53.0,3.0,3,Female,Black,1.8322296142578125
84,49.08538818359375,54.0,3.0,3,Female,Black,4.91461181640625
85,53.3460693359375,56.0,4.0,3,Male,Black,2.6539306640625
86,53.177024841308594,56.0,4.0,3,Male,Black,2.8229751586914062
87,45.80547332763672,51.0,3.0,3,Male,Black,5.194526672363281
88,49.18745422363281,54.0,3.0,3,Male,Black,4.8125457763671875
89,52.8687629699707,48.0,3.0,3,Male,Black,4.868762969970703
90,51.04470443725586,49.0,3.0,3,Male,Black,2.0447044372558594
91,54.3531494140625,50.0,3.0,3,Male,Black,4.3531494140625
92,51.940181732177734,50.0,3.0,3,Male,Black,1.9401817321777344
93,46.81106948852539,51.0,3.0,3,Male,Black,4.188930511474609
94,48.06954574584961,51.0,3.0,3,Male,Black,2.9304542541503906
95,53.51310729980469,51.0,3.0,3,Male,Black,2.5131072998046875
96,51.786800384521484,53.0,3.0,3,Male,Black,1.2131996154785156
97,49.9256591796875,54.0,3.0,3,Male,Black,4.0743408203125
98,52.140628814697266,54.0,3.0,3,Male,Black,1.8593711853027344
99,53.97195816040039,55.0,4.0,3,Male,Black,1.0280418395996094
100,52.02617645263672,55.0,4.0,3,Male,Black,2.9738235473632812
101,47.43926239013672,53.0,3.0,3,Male,Black,5.560737609863281
102,52.062278747558594,54.0,3.0,3,Male,Black,1.9377212524414062
103,49.61021423339844,54.0,3.0,3,Male,Black,4.3897857666015625
104,48.826576232910156,54.0,3.0,3,Male,Black,5.173423767089844
105,49.13823699951172,49.0,3.0,3,Male,Black,0.13823699951171875
106,50.42667770385742,49.0,3.0,3,Male,Black,1.4266777038574219
107,45.22505187988281,51.0,3.0,3,Female,Black,5.7749481201171875
108,49.934326171875,51.0,3.0,3,Female,Black,1.065673828125
109,50.41572189331055,52.0,3.0,3,Female,Black,1.5842781066894531
110,46.16170883178711,49.0,3.0,3,Female,Black,2.8382911682128906
111,41.734825134277344,49.0,3.0,2,Male,White,7.265174865722656
112,43.207847595214844,50.0,3.0,2,Male,White,6.792152404785156
113,42.49689483642578,47.0,3.0,2,Male,Black,4.503105163574219
114,45.920860290527344,48.0,3.0,3,Male,Black,2.0791397094726562
115,41.022056579589844,48.0,3.0,2,Male,Black,6.977943420410156
116,43.523895263671875,48.0,3.0,2,Male,Black,4.476104736328125
117,51.15749740600586,49.0,3.0,3,Male,White,2.1574974060058594
118,54.28271484375,49.0,3.0,3,Male,White,5.28271484375
119,51.66252517700195,49.0,3.0,3,Male,White,2.662525177001953
120,53.266265869140625,50.0,3.0,3,Male,White,3.266265869140625
121,50.48793411254883,50.0,3.0,3,Male,White,0.4879341125488281
122,49.99396896362305,50.0,3.0,3,Male,White,0.006031036376953125
123,56.15137481689453,50.0,3.0,4,Male,White,6.151374816894531
124,52.85054016113281,50.0,3.0,3,Male,White,2.8505401611328125
125,54.07959747314453,50.0,3.0,3,Male,White,4.079597473144531
126,55.179039001464844,50.0,3.0,4,Male,White,5.179039001464844
127,54.61456298828125,50.0,3.0,3,Male,White,4.61456298828125
128,49.878822326660156,50.0,3.0,3,Male,White,0.12117767333984375
129,52.543670654296875,51.0,3.0,3,Male,White,1.543670654296875
130,55.29209518432617,51.0,3.0,4,Male,White,4.292095184326172
131,55.371681213378906,51.0,3.0,4,Male,White,4.371681213378906
132,54.37250518798828,56.0,4.0,3,Male,Black,1.6274948120117188
133,56.37600326538086,57.0,4.0,4,Male,Black,0.6239967346191406
134,55.335697174072266,57.0,4.0,4,Male,Black,1.6643028259277344
135,43.34341049194336,50.0,3.0,2,Female,Black,6.656589508056641
136,46.304359436035156,51.0,3.0,3,Female,Black,4.695640563964844
137,46.928951263427734,51.0,3.0,3,Female,Black,4.071048736572266
138,45.132850646972656,51.0,3.0,3,Female,Black,5.867149353027344
139,52.32050704956055,54.0,3.0,3,Male,Black,1.6794929504394531
140,56.090187072753906,55.0,4.0,4,Male,Black,1.0901870727539062
141,46.841026306152344,47.0,3.0,3,Male,Black,0.15897369384765625
142,47.02909469604492,47.0,3.0,3,Male,Black,0.029094696044921875
143,42.60610580444336,47.0,3.0,2,Male,Black,4.393894195556641
144,45.383724212646484,48.0,3.0,3,Male,Black,2.6162757873535156
145,47.11199188232422,49.0,3.0,3,Male,Black,1.8880081176757812
146,47.137176513671875,47.0,3.0,3,Male,Black,0.137176513671875
147,45.13915252685547,48.0,3.0,3,Male,Black,2.8608474731445312
148,45.8957633972168,48.0,3.0,3,Male,Black,2.104236602783203
149,54.35215759277344,50.0,3.0,3,Male,Black,4.3521575927734375
150,53.23644256591797,51.0,3.0,3,Male,Black,2.2364425659179688
151,56.73602294921875,51.0,3.0,4,Male,Black,5.73602294921875
152,43.162479400634766,48.0,3.0,2,Male,White,4.837520599365234
153,45.99311447143555,49.0,3.0,3,Male,White,3.006885528564453
154,46.74436569213867,48.0,3.0,3,Female,Black,1.2556343078613281
155,49.83149719238281,49.0,3.0,3,Female,Black,0.8314971923828125
156,46.92539596557617,49.0,3.0,3,Female,Black,2.074604034423828
157,48.58488464355469,50.0,3.0,3,Female,Black,1.4151153564453125
158,47.53055953979492,50.0,3.0,3,Female,Black,2.469440460205078
159,44.602657318115234,48.0,3.0,2,Male,Black,3.3973426818847656
160,46.980552673339844,49.0,3.0,3,Male,Black,2.0194473266601562
161,47.62421798706055,49.0,3.0,3,Male,Black,1.3757820129394531
162,48.637168884277344,49.0,3.0,3,Male,Black,0.36283111572265625
163,45.69639205932617,49.0,3.0,3,Male,Black,3.303607940673828
164,48.70042037963867,49.0,3.0,3,Male,Black,0.2995796203613281
165,45.743492126464844,49.0,3.0,3,Male,Black,3.2565078735351562
166,46.911354064941406,49.0,3.0,3,Male,Black,2.0886459350585938
167,50.02218246459961,49.0,3.0,3,Male,Black,1.0221824645996094
168,45.4705924987793,49.0,3.0,3,Male,Black,3.529407501220703
169,44.97587585449219,50.0,3.0,3,Male,Black,5.0241241455078125
170,49.78847885131836,52.0,3.0,3,Male,Black,2.2115211486816406
171,45.075225830078125,46.0,3.0,3,Male,White,0.924774169921875
172,44.4087028503418,46.0,3.0,2,Male,White,1.5912971496582031
173,47.83091735839844,48.0,3.0,3,Male,White,0.1690826416015625
174,44.382808685302734,51.0,3.0,2,Male,Black,6.617191314697266
175,46.992454528808594,52.0,3.0,3,Male,Black,5.007545471191406
176,47.82109832763672,54.0,3.0,3,Male,Black,6.178901672363281
177,44.49451446533203,48.0,3.0,2,Male,Black,3.5054855346679688
178,42.841312408447266,48.0,3.0,2,Male,Black,5.158687591552734
179,45.49132537841797,50.0,3.0,3,Male,Black,4.508674621582031
180,53.85702133178711,55.0,4.0,3,Male,Black,1.1429786682128906
181,54.97040939331055,56.0,4.0,4,Male,Black,1.0295906066894531
182,53.878719329833984,56.0,4.0,3,Male,Black,2.1212806701660156
183,56.61100387573242,57.0,4.0,4,Male,Black,0.3889961242675781
184,55.72209167480469,57.0,4.0,4,Male,Black,1.2779083251953125
185,48.90183639526367,58.0,4.0,3,Male,Black,9.098163604736328
186,49.029964447021484,58.0,4.0,3,Male,Black,8.970035552978516
187,52.203102111816406,49.0,3.0,3,Male,Black,3.2031021118164062
188,51.539005279541016,50.0,3.0,3,Male,Black,1.5390052795410156
189,56.015342712402344,51.0,3.0,4,Male,Black,5.015342712402344
190,44.604698181152344,45.0,3.0,2,Male,White,0.39530181884765625
191,46.4185791015625,47.0,3.0,3,Male,White,0.5814208984375
192,42.196533203125,48.0,3.0,2,Male,Black,5.803466796875
193,44.20768356323242,50.0,3.0,2,Male,Black,5.792316436767578
194,44.45023727416992,49.0,3.0,2,Male,Black,4.549762725830078
195,46.123016357421875,50.0,3.0,3,Male,Black,3.876983642578125
196,48.565433502197266,50.0,3.0,3,Male,Black,1.4345664978027344
197,47.82941436767578,51.0,3.0,3,Male,Black,3.1705856323242188
198,48.457191467285156,44.0,2.0,3,Male,White,4.457191467285156
199,44.37124252319336,45.0,3.0,2,Male,White,0.6287574768066406
200,41.87928009033203,45.0,3.0,2,Male,White,3.1207199096679688
201,42.498687744140625,45.0,3.0,2,Male,White,2.501312255859375
202,41.711341857910156,45.0,3.0,2,Male,White,3.2886581420898438
203,43.660491943359375,45.0,3.0,2,Male,White,1.339508056640625
204,43.122623443603516,45.0,3.0,2,Male,White,1.8773765563964844
205,43.91985321044922,46.0,3.0,2,Male,White,2.0801467895507812
206,47.59480285644531,47.0,3.0,3,Male,White,0.5948028564453125
207,47.04022216796875,47.0,3.0,3,Male,White,0.04022216796875
208,51.70521545410156,48.0,3.0,3,Male,White,3.7052154541015625
209,52.26402282714844,55.0,4.0,3,Male,Black,2.7359771728515625
210,55.04126739501953,57.0,4.0,4,Male,Black,1.9587326049804688
211,54.59056854248047,59.0,4.0,3,Male,Black,4.409431457519531
212,49.743587493896484,47.0,3.0,3,Male,Black,2.7435874938964844
213,47.84353256225586,47.0,3.0,3,Male,Black,0.8435325622558594
214,52.7225341796875,48.0,3.0,3,Male,Black,4.7225341796875
215,48.96375274658203,48.0,3.0,3,Male,Black,0.9637527465820312
216,50.051841735839844,48.0,3.0,3,Male,Black,2.0518417358398438
217,51.745574951171875,49.0,3.0,3,Male,Black,2.745574951171875
218,47.236846923828125,49.0,3.0,3,Male,Black,1.763153076171875
219,49.42702102661133,49.0,3.0,3,Male,Black,0.4270210266113281
220,43.97185516357422,46.0,3.0,2,Female,Black,2.0281448364257812
221,44.22834396362305,47.0,3.0,2,Female,Black,2.771656036376953
222,48.12509536743164,46.0,3.0,3,Male,White,2.1250953674316406
223,47.9898796081543,46.0,3.0,3,Male,White,1.9898796081542969
224,47.050270080566406,47.0,3.0,3,Male,White,0.05027008056640625
225,45.752769470214844,46.0,3.0,3,Male,Black,0.24723052978515625
226,46.9443244934082,49.0,3.0,3,Male,Black,2.055675506591797
227,46.40919876098633,37.0,2.0,3,Male,Black,9.409198760986328
228,43.86285400390625,47.0,3.0,2,Male,Black,3.13714599609375
229,44.37651062011719,47.0,3.0,2,Male,Black,2.6234893798828125
230,47.12180709838867,47.0,3.0,3,Male,Black,0.12180709838867188
231,45.714195251464844,47.0,3.0,3,Male,Black,1.2858047485351562
232,48.10115432739258,47.0,3.0,3,Male,Black,1.1011543273925781
233,45.108421325683594,47.0,3.0,3,Male,Black,1.8915786743164062
234,42.17939376831055,47.0,3.0,2,Male,Black,4.820606231689453
235,45.50943374633789,47.0,3.0,3,Male,Black,1.4905662536621094
236,45.54207229614258,49.0,3.0,3,Male,Black,3.457927703857422
237,42.50449752807617,47.0,3.0,2,Male,Black,4.495502471923828
238,45.47369384765625,47.0,3.0,3,Male,Black,1.52630615234375
239,48.24756622314453,48.0,3.0,3,Male,Black,0.24756622314453125
240,43.60559844970703,48.0,3.0,2,Male,Black,4.394401550292969
241,43.61802673339844,46.0,3.0,2,Male,Black,2.3819732666015625
242,43.666786193847656,46.0,3.0,2,Male,Black,2.3332138061523438
243,44.36730194091797,47.0,3.0,2,Male,Black,2.6326980590820312
244,44.33174133300781,45.0,3.0,2,Male,White,0.6682586669921875
245,43.44309997558594,45.0,3.0,2,Male,White,1.5569000244140625
246,44.24958419799805,45.0,3.0,2,Male,White,0.7504158020019531
247,44.73399353027344,47.0,3.0,2,Male,White,2.2660064697265625
248,45.10285186767578,47.0,3.0,3,Male,White,1.8971481323242188
249,42.60225296020508,47.0,3.0,2,Male,White,4.397747039794922
250,37.560455322265625,44.0,2.0,2,Male,Black,6.439544677734375
251,43.47232437133789,44.0,2.0,2,Male,Black,0.5276756286621094
252,41.84206771850586,45.0,3.0,2,Male,Black,3.1579322814941406
253,40.61581039428711,45.0,3.0,2,Male,Black,4.384189605712891
254,49.222923278808594,50.0,3.0,3,Male,Black,0.7770767211914062
255,49.29867935180664,50.0,3.0,3,Male,Black,0.7013206481933594
256,49.68150329589844,52.0,3.0,3,Male,Black,2.3184967041015625
257,41.52061080932617,48.0,3.0,2,Male,Black,6.479389190673828
258,43.58832550048828,48.0,3.0,2,Male,Black,4.411674499511719
259,43.60576248168945,49.0,3.0,2,Male,Black,5.394237518310547
260,46.684120178222656,50.0,3.0,3,Male,Black,3.3158798217773438
261,49.57894515991211,50.0,3.0,3,Male,Black,0.4210548400878906
262,51.40851974487305,51.0,3.0,3,Male,Black,0.4085197448730469
263,54.36054229736328,53.0,3.0,3,Male,Black,1.3605422973632812
264,41.004539489746094,44.0,2.0,2,Male,Black,2.9954605102539062
265,42.96641159057617,45.0,3.0,2,Male,Black,2.033588409423828
266,43.26896667480469,45.0,3.0,2,Male,Black,1.7310333251953125
267,42.22209167480469,47.0,3.0,2,Male,Black,4.7779083251953125
268,41.191497802734375,48.0,3.0,2,Male,Black,6.808502197265625
269,48.66008377075195,44.0,2.0,3,Male,Black,4.660083770751953
270,48.37876510620117,44.0,2.0,3,Male,Black,4.378765106201172
271,47.80389404296875,45.0,3.0,3,Male,Black,2.80389404296875
272,47.146385192871094,45.0,3.0,3,Male,Black,2.1463851928710938
273,49.932254791259766,46.0,3.0,3,Male,Black,3.9322547912597656
274,49.4679069519043,51.0,3.0,3,Male,White,1.5320930480957031
275,55.12321853637695,52.0,3.0,4,Male,White,3.123218536376953
276,47.37335968017578,56.0,4.0,3,Male,Black,8.626640319824219
277,50.104740142822266,56.0,4.0,3,Male,Black,5.895259857177734
278,53.074302673339844,56.0,4.0,3,Male,Black,2.9256973266601562
279,51.540122985839844,56.0,4.0,3,Male,Black,4.459877014160156
280,53.31824493408203,56.0,4.0,3,Male,Black,2.6817550659179688
281,53.439273834228516,56.0,4.0,3,Male,Black,2.5607261657714844
282,50.42316818237305,57.0,4.0,3,Male,Black,6.576831817626953
283,53.124176025390625,57.0,4.0,3,Male,Black,3.875823974609375
284,46.87900924682617,47.0,3.0,3,Male,White,0.12099075317382812
285,52.992286682128906,47.0,3.0,3,Male,White,5.992286682128906
286,44.42923355102539,48.0,3.0,2,Male,White,3.5707664489746094
287,49.967613220214844,48.0,3.0,3,Male,White,1.9676132202148438
288,54.66931915283203,49.0,3.0,3,Male,White,5.669319152832031
289,48.729454040527344,49.0,3.0,3,Male,White,0.27054595947265625
290,48.57568359375,49.0,3.0,3,Male,White,0.42431640625
291,50.86318588256836,49.0,3.0,3,Male,White,1.8631858825683594
292,50.197906494140625,49.0,3.0,3,Male,White,1.197906494140625
293,48.70865249633789,47.0,3.0,3,Male,Black,1.7086524963378906
294,47.227455139160156,47.0,3.0,3,Male,Black,0.22745513916015625
295,48.16628646850586,45.0,3.0,3,Male,Black,3.1662864685058594
296,46.081539154052734,46.0,3.0,3,Male,Black,0.08153915405273438
297,43.41740417480469,45.0,3.0,2,Male,Black,1.5825958251953125
298,41.96079635620117,46.0,3.0,2,Male,Black,4.039203643798828
299,39.62688446044922,46.0,3.0,2,Male,Black,6.373115539550781
300,50.77737045288086,48.0,3.0,3,Male,Black,2.7773704528808594
301,49.71970748901367,48.0,3.0,3,Male,Black,1.7197074890136719
302,40.966434478759766,45.0,3.0,2,Male,Black,4.033565521240234
303,41.177608489990234,45.0,3.0,2,Male,Black,3.8223915100097656
304,45.65044021606445,56.0,4.0,3,Male,Black,10.349559783935547
305,40.51546859741211,56.0,4.0,2,Male,Black,15.48453140258789
306,46.911773681640625,45.0,3.0,3,Male,Black,1.911773681640625
307,42.47372817993164,45.0,3.0,2,Male,Black,2.5262718200683594
308,44.893795013427734,46.0,3.0,3,Male,Black,1.1062049865722656
309,38.7215576171875,45.0,3.0,2,Male,White,6.2784423828125
310,43.57476806640625,45.0,3.0,2,Male,White,1.42523193359375
311,42.108070373535156,45.0,3.0,2,Male,White,2.8919296264648438
312,42.65068054199219,46.0,3.0,2,Male,White,3.3493194580078125
313,46.319217681884766,47.0,3.0,3,Male,White,0.6807823181152344
314,50.39632034301758,48.0,3.0,3,Male,White,2.396320343017578
315,39.042144775390625,43.0,2.0,2,Male,Black,3.957855224609375
316,41.662086486816406,44.0,2.0,2,Male,Black,2.3379135131835938
317,42.53141403198242,44.0,2.0,2,Male,Black,1.4685859680175781
318,43.72008514404297,46.0,3.0,2,Male,Black,2.2799148559570312
319,49.56240463256836,45.0,3.0,3,Male,Black,4.562404632568359
320,48.240394592285156,46.0,3.0,3,Male,Black,2.2403945922851562
321,45.94774627685547,46.0,3.0,3,Male,Black,0.05225372314453125
322,46.177162170410156,46.0,3.0,3,Male,Black,0.17716217041015625
323,46.2109375,46.0,3.0,3,Male,Black,0.2109375
324,45.17443084716797,46.0,3.0,3,Male,Black,0.8255691528320312
325,38.215354919433594,45.0,3.0,2,Male,Black,6.784645080566406
326,39.79519271850586,45.0,3.0,2,Male,Black,5.204807281494141
327,41.64133834838867,45.0,3.0,2,Male,Black,3.358661651611328
328,42.714847564697266,46.0,3.0,2,Male,Black,3.2851524353027344
329,40.65903091430664,46.0,3.0,2,Male,Black,5.340969085693359
330,44.620452880859375,49.0,3.0,2,Male,Black,4.379547119140625
331,45.0257453918457,50.0,3.0,3,Male,Black,4.974254608154297
332,44.672977447509766,46.0,3.0,2,Male,Black,1.3270225524902344
333,43.90620040893555,46.0,3.0,2,Male,Black,2.093799591064453
334,46.70638656616211,46.0,3.0,3,Male,Black,0.7063865661621094
335,45.9566650390625,48.0,3.0,3,Male,Black,2.0433349609375
336,44.831871032714844,49.0,3.0,3,Male,Black,4.168128967285156
337,50.80605697631836,49.0,3.0,3,Male,Black,1.8060569763183594
338,51.71369934082031,50.0,3.0,3,Male,Black,1.7136993408203125
339,54.379730224609375,51.0,3.0,3,Male,Black,3.379730224609375
340,53.3635368347168,51.0,3.0,3,Male,Black,2.363536834716797
341,55.805843353271484,53.0,3.0,4,Male,Black,2.8058433532714844
342,45.600189208984375,42.0,2.0,3,Male,White,3.600189208984375
343,47.601619720458984,42.0,2.0,3,Male,White,5.601619720458984
344,44.17720031738281,43.0,2.0,2,Male,White,1.1772003173828125
345,48.068538665771484,43.0,2.0,3,Male,White,5.068538665771484
346,42.637088775634766,43.0,2.0,2,Male,White,0.3629112243652344
347,45.12789535522461,43.0,2.0,3,Male,White,2.1278953552246094
348,50.347740173339844,43.0,2.0,3,Male,White,7.347740173339844
349,47.593788146972656,43.0,2.0,3,Male,White,4.593788146972656
350,46.854557037353516,44.0,2.0,3,Male,White,2.8545570373535156
351,48.93644332885742,44.0,2.0,3,Male,White,4.936443328857422
352,48.156429290771484,44.0,2.0,3,Male,White,4.156429290771484
353,48.34601974487305,44.0,2.0,3,Male,White,4.346019744873047
354,49.749107360839844,45.0,3.0,3,Male,White,4.749107360839844
355,48.71685028076172,45.0,3.0,3,Male,White,3.7168502807617188
356,43.54783248901367,43.0,2.0,2,Male,Black,0.5478324890136719
357,44.57258224487305,44.0,2.0,2,Male,Black,0.5725822448730469
358,41.603973388671875,44.0,2.0,2,Male,Black,2.396026611328125
359,41.57575607299805,45.0,3.0,2,Male,Black,3.424243927001953
360,45.37406921386719,45.0,3.0,3,Male,Black,0.3740692138671875
361,44.135677337646484,46.0,3.0,2,Male,Black,1.8643226623535156
362,44.16179656982422,46.0,3.0,2,Male,Black,1.8382034301757812
363,47.087886810302734,47.0,3.0,3,Male,Black,0.08788681030273438
364,43.222015380859375,44.0,2.0,2,Male,Black,0.777984619140625
365,43.84312438964844,45.0,3.0,2,Male,Black,1.1568756103515625
366,43.71709060668945,47.0,3.0,2,Male,Black,3.282909393310547
367,46.90523147583008,48.0,3.0,3,Male,Black,1.0947685241699219
368,43.84112548828125,44.0,2.0,2,Male,Black,0.15887451171875
369,42.906494140625,44.0,2.0,2,Male,Black,1.093505859375
370,45.99201202392578,45.0,3.0,3,Male,Black,0.9920120239257812
371,46.642539978027344,45.0,3.0,3,Male,Black,1.6425399780273438
372,47.09361267089844,45.0,3.0,3,Male,Black,2.0936126708984375
373,41.811981201171875,43.0,2.0,2,Male,Black,1.188018798828125
374,42.8549919128418,43.0,2.0,2,Male,Black,0.14500808715820312
375,41.1344108581543,45.0,3.0,2,Male,Black,3.865589141845703
376,43.671695709228516,45.0,3.0,2,Male,Black,1.3283042907714844
377,48.97370147705078,53.0,3.0,3,Male,Black,4.026298522949219
378,49.1727409362793,54.0,3.0,3,Male,Black,4.827259063720703
379,38.302974700927734,46.0,3.0,2,Female,Black,7.697025299072266
380,46.79751205444336,47.0,3.0,3,Female,Black,0.20248794555664062
381,43.68724822998047,47.0,3.0,2,Female,Black,3.3127517700195312
382,46.422149658203125,37.0,2.0,3,Female,Black,9.422149658203125
383,46.4451904296875,47.0,3.0,3,Female,Black,0.5548095703125
384,49.32185363769531,48.0,3.0,3,Female,Black,1.3218536376953125
385,54.13768005371094,48.0,3.0,3,Female,Black,6.1376800537109375
386,49.025238037109375,48.0,3.0,3,Female,Black,1.025238037109375
387,50.9868049621582,47.0,3.0,3,Female,Black,3.986804962158203
388,50.186317443847656,48.0,3.0,3,Female,Black,2.1863174438476562
389,50.60183334350586,48.0,3.0,3,Female,Black,2.6018333435058594
390,48.36191940307617,48.0,3.0,3,Female,Black,0.3619194030761719
391,47.892799377441406,48.0,3.0,3,Female,Black,0.10720062255859375
392,48.64249801635742,49.0,3.0,3,Female,Black,0.3575019836425781
393,50.35334396362305,53.0,3.0,3,Male,White,2.646656036376953
394,49.0783576965332,53.0,3.0,3,Male,White,3.921642303466797
395,50.68384552001953,54.0,3.0,3,Male,White,3.3161544799804688
396,47.27599334716797,45.0,3.0,3,Male,White,2.2759933471679688
397,53.030311584472656,46.0,3.0,3,Male,White,7.030311584472656
398,49.403778076171875,47.0,3.0,3,Male,White,2.403778076171875
399,54.83846664428711,49.0,3.0,3,Male,White,5.838466644287109
400,54.4408073425293,49.0,3.0,3,Male,White,5.440807342529297
401,40.437801361083984,42.0,2.0,2,Male,Black,1.5621986389160156
402,42.65565490722656,43.0,2.0,2,Male,Black,0.3443450927734375
403,40.49837875366211,43.0,2.0,2,Male,Black,2.5016212463378906
404,39.40705490112305,43.0,2.0,2,Male,Black,3.592945098876953
405,45.2960205078125,44.0,2.0,3,Male,Black,1.2960205078125
